training_timestamp,num_training_samples,test_mse,test_r2_score
2025-05-21T02:38:59,800.0,8.455132217683585e-18,-0.006554274300549334
2025-05-21T02:39:19,1920.0,4.736168620580103e-12,-0.393870545235832
2025-05-21T02:39:39,3040.0,6.1465112022703144e-12,0.025392310961082742
2025-05-21T02:39:59,4160.0,4.55583417480621e-12,0.013043075022871387
2025-05-21T02:40:19,5280.0,2.4635272694874084e-12,0.9853176702777899
2025-05-21T02:40:39,6400.0,2.066399784236229e-12,0.9973894625153342
2025-05-21T02:40:59,7520.0,1.45615141886923e-11,0.8886495378628696
2025-05-21T02:41:19,8640.0,2.0489866114662974e-10,0.8045867225789269
2025-05-21T02:41:39,9760.0,8.16548794405576e-09,0.22162185288485148
2025-05-21T02:41:59,10880.0,5.445624742471878e-11,0.9252278611998801
2025-05-21T02:42:19,12000.0,6.294068006341089e-09,0.13871463169590004
2025-05-21T02:42:39,13120.0,7.966684211977408e-09,0.20415452189441585
2025-05-21T02:42:59,14240.0,9.365439103949247e-09,0.12027744488806924
2025-05-21T02:43:19,15360.0,8.665211285805349e-09,0.10214950247919408
2025-05-21T02:43:39,16480.0,1.376238237432437e-09,0.2691970936266027
2025-05-21T02:43:59,17600.0,2.8592044567917277e-09,0.15211566341055482
2025-05-21T02:44:20,18720.0,1.6431448299044645e-08,0.02662817818595853
2025-05-21T02:44:39,19840.0,2.2700419682261265e-08,0.020745800113077473
2025-05-21T02:44:59,20960.0,2.0865852056583702e-08,0.04805312344281476
2025-05-21T02:45:20,22080.0,2.7800016452263375e-08,0.0027373172967635195
2025-05-21T02:45:40,23200.0,2.8459514453962913e-08,0.03077893484221561
2025-05-21T02:45:59,24320.0,2.5073044940123274e-08,0.04304974496950298
2025-05-21T02:46:20,25440.0,1.047376972178918e-08,0.09892293928171048
2025-05-21T02:46:39,26560.0,1.3709898621978016e-08,0.0723245903072951
2025-05-21T02:47:00,27680.0,1.1822024037797994e-08,0.09014933944616321
2025-05-21T02:47:19,28800.0,1.8234858591391034e-08,0.05791093935423697
2025-05-21T02:47:39,29920.0,7.186502303199455e-09,0.12528361213842798
2025-05-21T02:47:59,31040.0,2.472427432312383e-08,0.02465403191911608
2025-05-21T02:48:19,32160.0,2.2246785238715803e-08,0.02856848080960306
2025-05-21T02:48:40,33280.0,1.720495574455492e-08,0.026217113718065232
2025-05-21T02:48:59,34400.0,1.699892472029091e-08,0.042438083382336234
2025-05-21T02:49:19,35520.0,1.1783300354552636e-08,0.05013521339728377
2025-05-21T02:49:40,36640.0,1.9159017755178417e-08,0.021467197570863905
2025-05-21T02:50:00,37760.0,1.72653502513252e-08,0.02114431965349506
2025-05-21T02:50:20,38880.0,2.1225127421359654e-08,0.02374116537216331
2025-05-21T02:50:40,40000.0,9.133340494918495e-09,0.032386118260831154
2025-05-21T02:51:00,41120.0,2.506868511438183e-08,0.019227449969271393
2025-05-21T02:51:20,42240.0,1.5973481840199454e-08,0.027610159281382995
2025-05-21T03:52:12,800.0,2.2967457384665137e-29,0.6640143871370698
2025-05-21T03:52:32,1920.0,2.8324004049518366e-29,0.6463131292811539
2025-05-21T04:20:11,800.0,4.360629169701271e-17,0.3415657869032216
2025-05-21T04:20:31,1920.0,9.269358287090024e-09,0.004951336030137865
2025-05-21T04:20:51,3040.0,1.837230677926857e-08,0.023990121057187896
2025-05-21T04:21:11,4160.0,6.094245419473975e-08,0.022426300932429033
2025-05-21T04:21:31,5280.0,1.5253103361809826e-08,0.01298706070262945
2025-05-21T04:21:51,6400.0,2.8508319967719593e-08,0.009752631335348094
2025-05-21T04:22:11,7520.0,3.653882049595879e-08,0.019796026779328457
2025-05-21T04:22:31,8640.0,1.571415815203598e-08,0.0126759075792241
2025-05-21T04:22:51,9760.0,1.1537739290234546e-08,0.015943213860183603
2025-05-21T04:23:11,10880.0,1.3258675200101285e-08,0.014919374816311226
2025-05-21T04:23:31,12000.0,1.294755508537497e-08,0.008926390382856475
2025-05-21T04:23:51,13120.0,7.959168850620766e-09,-0.00047604952661650657
2025-05-21T04:24:11,14240.0,5.903510182904863e-09,0.009878569605927923
2025-05-21T04:24:31,15360.0,1.2210263168251479e-08,0.013070041371337937
2025-05-21T04:24:51,16480.0,8.938162175627251e-09,0.004620045385553495
2025-05-21T04:25:11,17600.0,1.032688489102328e-08,0.3253577618036233
2025-05-21T04:25:32,18720.0,8.053264841476372e-09,0.006342144058222976
2025-05-21T04:25:51,19840.0,1.1192818178347295e-08,0.01667670014742839
2025-05-21T04:26:11,20960.0,1.3451353104537247e-08,0.016060008043184193
2025-05-21T04:26:31,22080.0,1.396780178321268e-08,0.016375941134897043
2025-05-21T04:26:52,23200.0,1.165618231490998e-08,0.2504643548818051
2025-05-21T04:27:11,24320.0,1.5011152647053693e-08,0.32718372491454595
2025-05-21T04:27:31,25440.0,1.5530072343505772e-08,0.01280189346404037
2025-05-21T04:27:51,26560.0,1.1601023968834945e-08,0.22694319790677053
2025-05-21T04:28:11,27680.0,1.8584998063950498e-08,0.25662584229789254
2025-05-21T04:28:31,28800.0,1.550551873617722e-08,0.16945410477843303
2025-05-21T04:28:51,29920.0,1.563761095241078e-08,0.011570053733975239
2025-05-21T04:29:11,31040.0,9.968297979075253e-09,0.014676092906132143
2025-05-21T04:29:31,32160.0,9.193295622160906e-09,0.010415489761183117
2025-05-21T04:29:51,33280.0,8.901671558406001e-09,0.23045956336558793
2025-05-21T04:30:11,34400.0,6.609085355004466e-09,0.2811792448836258
2025-05-21T04:30:31,35520.0,5.7855850612702405e-09,0.45860004152804157
2025-05-21T04:30:51,36640.0,2.601608777533788e-09,0.47384716067302934
2025-05-21T04:31:11,37760.0,4.3131369844386525e-09,0.3522668518477077
2025-05-21T04:31:31,38880.0,7.2556299087912475e-09,0.011344680096740944
2025-05-21T04:31:51,40000.0,6.291736206098292e-09,0.014892024499854273
2025-05-21T04:32:11,41120.0,5.367303227063763e-09,0.28706670932976097
2025-05-21T04:32:31,42240.0,4.305662895881475e-09,0.5879629878457258
2025-05-21T04:32:51,43360.0,1.0423641893920209e-08,0.367032288023713
2025-05-21T04:33:11,44480.0,8.239690307721314e-09,0.3242108754124844
2025-05-21T04:33:31,45600.0,6.590760692210163e-09,0.3690001166992942
2025-05-21T04:33:52,46720.0,8.36722271118049e-09,0.18968256770541958
2025-05-21T04:34:12,47840.0,9.743704155188107e-09,0.16517678199158603
2025-05-21T04:34:31,48960.0,7.221275513953902e-09,0.20356635704039983
2025-05-21T04:34:51,50080.0,6.872478113501783e-09,0.01113569398660208
2025-05-21T04:35:11,51200.0,7.05644899516811e-09,0.20251471532415355
2025-05-21T04:35:31,52320.0,6.629335819145088e-09,0.010007699965280503
2025-05-21T04:35:51,53440.0,1.4486188038196079e-08,0.012639330556473483
2025-05-21T04:36:11,54560.0,9.305472859992907e-09,0.2065349036547035
2025-05-21T04:36:32,55680.0,1.5978731753332423e-08,0.1327224533332847
2025-05-21T04:36:51,56800.0,5.004254047908059e-09,0.31042313588441706
2025-05-21T04:37:11,57920.0,8.289124372848057e-09,0.2144060485936422
2025-05-21T04:37:31,59040.0,8.328746644632614e-09,0.012862131287855516
2025-05-21T04:37:51,60160.0,7.839903697899221e-09,0.4990382749068667
2025-05-21T04:38:11,61280.0,1.0552033543335769e-08,0.25355289135755443
2025-05-21T04:38:31,62400.0,1.2261039154819627e-08,0.33583984949366175
2025-05-21T04:38:51,63520.0,8.197097602342559e-09,0.14950252677242515
2025-05-21T04:39:11,64640.0,1.5804478239772588e-08,0.08792047479672871
2025-05-21T04:39:31,65760.0,1.2795530517625067e-08,0.2930199070581807
2025-05-21T04:39:51,66880.0,1.0051964925595063e-08,0.47056902017146784
2025-05-21T04:40:11,68000.0,1.2914037811107086e-08,0.28367435486917425
2025-05-21T04:40:31,69120.0,1.1706670200985059e-08,0.3001445117516587
2025-05-21T04:40:51,70240.0,1.0203162341570197e-08,0.11845991197930594
2025-05-21T04:41:11,71360.0,1.0063821981737921e-08,0.23604319947399366
2025-05-21T04:41:31,72480.0,9.975713961998217e-09,0.32387547477801215
2025-05-21T04:41:51,73600.0,6.264316427595224e-09,0.3206122630406931
2025-05-21T04:42:11,74720.0,1.0726342759736586e-08,0.14418769966488776
2025-05-21T04:42:31,75840.0,8.909777398521423e-09,0.27774523574510424
2025-05-21T04:42:51,76960.0,1.2355438962893175e-08,0.12590148950887814
2025-05-21T04:43:11,78080.0,1.0312198271836653e-08,0.3249264971256369
2025-05-21T04:43:31,79200.0,9.741324506602483e-09,0.14989384785022053
2025-05-21T04:43:51,80320.0,1.3243041412977496e-08,0.012479531855143056
2025-05-21T04:44:12,81440.0,1.3162207407045576e-08,0.11543898071793979
2025-05-21T04:44:32,82560.0,1.1906246498330864e-08,0.26311685058811063
2025-05-21T04:44:52,83680.0,1.5836649721636782e-08,0.24841823467908497
2025-05-21T04:45:12,84800.0,9.16963288819366e-09,0.2835621048511128
2025-05-21T04:45:32,85920.0,8.558673099265534e-09,0.23168909830455076
2025-05-21T04:45:52,87040.0,9.889921443517872e-09,0.395335173614185
2025-05-21T04:46:12,88160.0,1.502820297414538e-08,0.1937792693557453
2025-05-21T04:46:32,89280.0,1.490903979641461e-08,0.19703449333074374
2025-05-21T04:46:52,90400.0,9.996079462549141e-09,0.17430845002985007
2025-05-21T04:47:12,91520.0,1.0498376006541852e-08,0.24814935051764286
2025-05-21T04:47:32,92640.0,8.237961827651478e-09,0.31627785844668943
2025-05-21T04:47:52,93760.0,1.2914025063448191e-08,0.22956798729650052
2025-05-21T04:48:12,94880.0,1.1860178418749943e-08,0.24332529539577086
2025-05-21T04:48:32,96000.0,1.1416810742158565e-08,0.24535152083936307
2025-05-21T04:48:52,97120.0,9.959543034624625e-09,0.19249802456900644
2025-05-21T04:49:12,98240.0,9.213669476688697e-09,0.19986507704159684
2025-05-21T04:49:32,99360.0,8.866814069531463e-09,0.288753037013159
2025-05-21T04:49:52,100480.0,8.346403095542731e-09,0.21494875702479643
2025-05-21T04:50:12,101600.0,9.431816180068501e-09,0.27000423676252316
2025-05-21T04:50:32,102720.0,1.1770278880543862e-08,0.13310347493725116
2025-05-21T04:50:52,103840.0,9.394572225922299e-09,0.18804112310168553
2025-05-21T04:51:12,104960.0,7.855321114614355e-09,0.21535106548701966
2025-05-21T04:51:32,106080.0,9.453718100948455e-09,0.14203635904032574
2025-05-21T06:22:33,800.0,1.9737335356330865e-24,0.9999999999999984
2025-05-21T06:22:53,1920.0,2.924482505780561e-09,0.020553235528825264
2025-05-21T06:23:13,3040.0,5.913382312168319e-09,0.08119493956447354
2025-05-21T06:23:33,4160.0,1.6960456912853384e-08,0.03631099027813933
2025-05-21T06:23:53,5280.0,3.763488267979306e-08,0.020630361171152356
2025-05-21T06:24:13,6400.0,2.324768374146637e-08,0.024208245918150073
2025-05-21T06:24:33,7520.0,5.692063873053375e-08,0.027550759281207315
2025-05-21T06:24:53,8640.0,3.178018166112234e-08,0.022005274782146866
2025-05-21T06:25:13,9760.0,2.9640131417522162e-08,0.013386426695746856
2025-05-21T06:26:11,800.0,4.921996505097599e-09,0.01503407899910203
2025-05-21T06:26:31,1920.0,2.958588542716379e-10,-0.04888569362437356
2025-05-21T06:26:51,3040.0,5.530509939289744e-10,-0.04806432601471644
2025-05-21T06:27:11,4160.0,4.269931030182302e-09,-0.03977302600934385
2025-05-21T06:27:31,5280.0,6.453727489353045e-09,0.009598191072785145
2025-05-21T06:27:51,6400.0,1.2825485461392807e-08,0.013283824360073693
2025-05-21T12:03:04,800.0,8.972204798434031e-12,0.9995455550142578
2025-05-21T12:03:23,1920.0,1.5893543075390968e-08,0.46810108153295493
2025-05-21T14:16:14,800.0,1.4618705675117928e-10,-103736335.19530654
2025-05-21T14:16:34,1920.0,8.852833508906459e-09,0.0030003739249616634
